id,name,city,country,iata_code,icao_code,latitude,longitude,altitude,timezone_offset,dst,tz,type,source,language
576,Королевские ВВС Крэнвелл,Крэнвелл,Великобритания,\N,EGYD,53.0303001404,-0.48324200511,218,0,E,Europe/London,airport,OurAirports,ru
577,Королевские ВВС Баркстон Хит,Баркстон Хит,Великобритания,\N,EGYE,52.962200164799995,-0.561625003815,367,0,E,Europe/London,airport,OurAirports,ru
578,РАФ Мархам,Мархам,Великобритания,KNF,EGYM,52.648395,0.550692,75,0,E,Europe/London,airport,OurAirports,ru
579,Аэропорт Маунт-Плезант,Маунт-Плезант,Фолклендские острова,MPN,EGYP,-51.82279968261719,-58.447200775146484,244,-3,U,Atlantic/Stanley,airport,OurAirports,ru
580,Амстердамский аэропорт Схипхол,Амстердам,Нидерланды,AMS,EHAM,52.308601,4.76389,-11,1,E,Europe/Amsterdam,airport,OurAirports,ru
581,Аэродром Будель Кемпен,Верт,Нидерланды,\N,EHBD,51.255299,5.60139,114,1,E,Europe/Amsterdam,airport,OurAirports,ru
582,Маастрихт Ахен аэропорт,Маастрихт,Нидерланды,MST,EHBK,50.911701,5.77014,375,1,E,Europe/Amsterdam,airport,OurAirports,ru
583,Авиабаза Дилен,Дилен,Нидерланды,\N,EHDL,52.0606,5.87306,158,1,E,Europe/Amsterdam,airport,OurAirports,ru
584,Аэропорт Драхтен,Драхтен,Нидерланды,\N,EHDR,53.1192016602,6.12972021103,14,1,E,Europe/Amsterdam,airport,OurAirports,ru
585,Эйндховен аэропорт,Эйндховен,Нидерланды,EIN,EHEH,51.4500999451,5.37452983856,74,1,E,Europe/Amsterdam,airport,OurAirports,ru
586,Аэропорт Элде,Гронинген,Нидерланды,GRQ,EHGG,53.1197013855,6.57944011688,17,1,E,Europe/Amsterdam,airport,OurAirports,ru
587,Авиабаза Гильзе Риен,Гильзе-риен,Нидерланды,GLZ,EHGR,51.56740188598633,4.931829929351807,49,1,E,Europe/Amsterdam,airport,OurAirports,ru
588,Де Кой аэропорт,Де Кой,Нидерланды,DHR,EHKD,52.92340087890625,4.780620098114014,3,1,E,Europe/Amsterdam,airport,OurAirports,ru
589,Лелистад аэропорт,Лелистад,Нидерланды,LEY,EHLE,52.4603,5.52722,-13,1,E,Europe/Amsterdam,airport,OurAirports,ru
590,Авиабаза Леуварден,Леуварден,Нидерланды,LWR,EHLW,53.228599548339844,5.760560035705566,3,1,E,Europe/Amsterdam,airport,OurAirports,ru
591,"Роттердам-Гаага, аэропорт",Роттердам,Нидерланды,RTM,EHRD,51.956902,4.43722,-15,1,E,Europe/Amsterdam,airport,OurAirports,ru
592,Авиабаза Состерберг,Состерберг,Нидерланды,UTC,EHSB,52.1273002625,5.27618980408,66,1,E,Europe/Amsterdam,airport,OurAirports,ru
593,Аэропорт Твенте,Энсхеде,Нидерланды,ENS,EHTW,52.275833,6.889167,114,1,E,Europe/Amsterdam,airport,OurAirports,ru
594,Военно-морская авиабаза Валкенбург,Валкенбург,Нидерланды,LID,EHVB,52.166099548300004,4.41794013977,1,1,E,Europe/Amsterdam,airport,OurAirports,ru
595,Авиабаза Венсдрехт,Венсдрехт,Нидерланды,WOE,EHWO,51.4491,4.34203,63,1,E,Europe/Amsterdam,airport,OurAirports,ru
596,Корк аэропорт,Корк,Ирландия,ORK,EICK,51.84130096435547,-8.491109848022461,502,0,E,Europe/Dublin,airport,OurAirports,ru
597,Голуэй аэропорт,Голуэй,Ирландия,GWY,EICM,53.300201416015625,-8.941590309143066,81,0,E,Europe/Dublin,airport,OurAirports,ru
599,Дублин аэропорт,Дублин,Ирландия,DUB,EIDW,53.421299,-6.27007,242,0,E,Europe/Dublin,airport,OurAirports,ru
600,"Ирландия Вест Нок, аэропорт",Коннахт,Ирландия,NOC,EIKN,53.910301208496094,-8.818490028381348,665,0,E,Europe/Dublin,airport,OurAirports,ru
601,Керри аэропорт,Керри,Ирландия,KIR,EIKY,52.18090057373047,-9.52377986907959,112,0,E,Europe/Dublin,airport,OurAirports,ru
602,Авиабаза Кеймент,створка,Ирландия,\N,EIME,53.301700592,-6.451330184940001,319,0,E,Europe/Dublin,airport,OurAirports,ru
603,Аэропорт Шеннон,Шеннон,Ирландия,SNN,EINN,52.702,-8.92482,46,0,E,Europe/Dublin,airport,OurAirports,ru
604,Аэропорт Слайго,Слайго,Ирландия,SXL,EISG,54.280200958252,-8.5992097854614,11,0,E,Europe/Dublin,airport,OurAirports,ru
605,Аэропорт Уотерфорд,Уотерфорд,Ирландия,WAT,EIWF,52.187198638916016,-7.0869598388671875,119,0,E,Europe/Dublin,airport,OurAirports,ru
607,Аэропорт Орхус,Орхус,Дания,AAR,EKAH,56.2999992371,10.619000434899998,82,1,E,Europe/Copenhagen,airport,OurAirports,ru
608,Аэропорт Биллунн,Биллунд,Дания,BLL,EKBI,55.7402992249,9.15178012848,247,1,E,Europe/Copenhagen,airport,OurAirports,ru
609,Копенгагенский аэропорт Каструп,Копенгаген,Дания,CPH,EKCH,55.617900848389,12.656000137329,17,1,E,Europe/Copenhagen,airport,OurAirports,ru
610,Эсбьерг аэропорт,Эсбьерг,Дания,EBJ,EKEB,55.525902,8.5534,97,1,E,Europe/Copenhagen,airport,OurAirports,ru
611,Аэропорт Грёнхольт Хиллерёд,Гронхольт,Дания,\N,EKGH,55.94139862060547,12.382200241088867,97,1,E,Europe/Copenhagen,airport,OurAirports,ru
612,Каруп аэропорт,Каруп,Дания,KRP,EKKA,56.29750061035156,9.124629974365234,170,1,E,Europe/Copenhagen,airport,OurAirports,ru
613,Аэропорт Лесё,Лаэсо,Дания,BYR,EKLS,57.277198791503906,11.000100135803223,25,1,E,Europe/Copenhagen,airport,OurAirports,ru
614,Лолланд Фальстер Аэропорт Марибо,Марибо,Дания,MRW,EKMB,54.699299,11.4401,16,1,E,Europe/Copenhagen,airport,OurAirports,ru
615,Оденсе аэропорт,Оденсе,Дания,ODE,EKOD,55.47669982910156,10.330900192260742,56,1,E,Europe/Copenhagen,airport,OurAirports,ru
616,Крусо-Падборг аэропорт,Круса-падборг,Дания,\N,EKPB,54.87030029296875,9.279009819030762,88,1,E,Europe/Copenhagen,airport,OurAirports,ru
617,Копенгаген Аэропорт Роскилле,Копенгаген,Дания,RKE,EKRK,55.585601806640625,12.131400108337402,146,1,E,Europe/Copenhagen,airport,OurAirports,ru
618,Аэропорт Борнхольм,Ронне,Дания,RNN,EKRN,55.06330108642578,14.759599685668945,52,1,E,Europe/Copenhagen,airport,OurAirports,ru
619,Аэропорт Сённерборг,Зендерборг,Дания,SGD,EKSB,54.96440124511719,9.791729927062988,24,1,E,Europe/Copenhagen,airport,OurAirports,ru
621,Авиабаза Скридструп,Скридструп,Дания,SKS,EKSP,55.221048,9.26702,141,1,E,Europe/Copenhagen,airport,OurAirports,ru
622,Скиве аэропорт,Скив,Дания,SQW,EKSV,56.550201416015625,9.172980308532715,74,1,E,Europe/Copenhagen,airport,OurAirports,ru
623,Тистед: аэропорт,Тистед,Дания,TED,EKTS,57.06880187988281,8.705220222473145,23,1,E,Europe/Copenhagen,airport,OurAirports,ru
624,Аэродром Колдинг Вамдруп,Колдинг,Дания,\N,EKVD,55.436298,9.33092,143,1,E,Europe/Copenhagen,airport,OurAirports,ru
625,Аэропорт Вагар,Вагар,Фарерские острова,FAE,EKVG,62.0635986328125,-7.277219772338867,280,0,E,Atlantic/Faeroe,airport,OurAirports,ru
626,Вестиммерландс,Вестиммерланд,Дания,\N,EKVH,56.846901,9.45861,119,1,E,Europe/Copenhagen,airport,OurAirports,ru
627,Стаунинг аэропорт,Стаунирование,Дания,STA,EKVJ,55.9901008605957,8.353910446166992,17,1,E,Europe/Copenhagen,airport,OurAirports,ru
628,Ольборг аэропорт,Ольборг,Дания,AAL,EKYT,57.0927589138,9.84924316406,10,1,E,Europe/Copenhagen,airport,OurAirports,ru
629,Международный аэропорт Люксембург-Финдел,Люксембург,Люксембург,LUX,ELLX,49.6233333,6.2044444,1234,1,E,Europe/Luxembourg,airport,OurAirports,ru
630,Олесунн аэропорт,Олесунн,Норвегия,AES,ENAL,62.5625,6.119699954986572,69,1,E,Europe/Oslo,airport,OurAirports,ru
631,Андёйя аэропорт,Андойя,Норвегия,ANX,ENAN,69.292503356934,16.144199371338,43,1,E,Europe/Oslo,airport,OurAirports,ru
632,Альта аэропорт,Альта,Норвегия,ALF,ENAT,69.976097106934,23.371700286865,9,1,E,Europe/Oslo,airport,OurAirports,ru
633,Бёмоен аэропорт,Восс,Норвегия,\N,ENBM,60.63890075683594,6.501500129699707,300,1,E,Europe/Oslo,airport,OurAirports,ru
634,Аэропорт Брённёйсунд,Броннойзунд,Норвегия,BNN,ENBN,65.461097717285,12.217499732971,25,1,E,Europe/Oslo,airport,OurAirports,ru
635,Будё аэропорт,Бодо,Норвегия,BOO,ENBO,67.26920318603516,14.365300178527832,42,1,E,Europe/Oslo,airport,OurAirports,ru
636,Аэропорт Бергена Флесланд,Берген,Норвегия,BGO,ENBR,60.29339981,5.218140125,170,1,E,Europe/Oslo,airport,OurAirports,ru
637,Аэропорт Ботсфьорд,Батсфьорд,Норвегия,BJF,ENBS,70.60050201416,29.691400527954,490,1,E,Europe/Oslo,airport,OurAirports,ru
638,Кристиансанн аэропорт,Кристиансанн,Норвегия,KRS,ENCN,58.204201,8.08537,57,1,E,Europe/Oslo,airport,OurAirports,ru
639,Аэропорт Гейло Дагали,Гейло,Норвегия,DLD,ENDI,60.417301177978516,8.518349647521973,2618,1,E,Europe/Oslo,airport,OurAirports,ru
640,Аэропорт Бардуфосс,Бардуфосс,Норвегия,BDU,ENDU,69.055801391602,18.540399551392,252,1,E,Europe/Oslo,airport,OurAirports,ru
641,"Аэропорт Харстад/Нарвик, Эвенес",Харстад/Нарвик,Норвегия,EVE,ENEV,68.491302490234,16.678100585938,84,1,E,Europe/Oslo,airport,OurAirports,ru
642,Лейрин аэропорт,Фагернес,Норвегия,VDB,ENFG,61.015598297119,9.2880601882935,2697,1,E,Europe/Oslo,airport,OurAirports,ru
643,Флоро аэропорт,Флоро,Норвегия,FRO,ENFL,61.583599090576,5.0247201919556,37,1,E,Europe/Oslo,airport,OurAirports,ru
644,Осло Люфтхавн,Осло,Норвегия,OSL,ENGM,60.121,11.0502,681,1,E,Europe/Oslo,airport,OurAirports,ru
645,Хаугесунн аэропорт,Хаугесунн,Норвегия,HAU,ENHD,59.34529876709,5.2083601951599,86,1,E,Europe/Oslo,airport,OurAirports,ru
646,Хасвик аэропорт,Хасвик,Норвегия,HAA,ENHK,70.486701965332,22.139699935913,21,1,E,Europe/Oslo,airport,OurAirports,ru
647,Аэропорт Кристиансунн (Квернбергет),Кристиансунн,Норвегия,KSU,ENKB,63.111801147461,7.824520111084,204,1,E,Europe/Oslo,airport,OurAirports,ru
648,Кьеллер аэропорт,Кьеллер,Норвегия,\N,ENKJ,59.9692993164,11.036100387600001,354,1,E,Europe/Oslo,airport,OurAirports,ru
649,Аэропорт Киркенес (Хойбуктмоен),Киркенес,Норвегия,KKN,ENKR,69.725799560547,29.891300201416,283,1,E,Europe/Oslo,airport,OurAirports,ru
650,Аэропорт Листа,Фарсунд,Норвегия,FAN,ENLI,58.0994987487793,6.626049995422363,29,1,E,Europe/Oslo,airport,OurAirports,ru
651,Аэропорт Молде,Молде,Норвегия,MOL,ENML,62.744701385498,7.2624998092651,10,1,E,Europe/Oslo,airport,OurAirports,ru
652,Аэропорт Мушён (Кьерстад),Мушеэн,Норвегия,MJF,ENMS,65.783996582031,13.214900016785,237,1,E,Europe/Oslo,airport,OurAirports,ru
653,Аэропорт Банак,Лаксельв,Норвегия,LKL,ENNA,70.068801879883,24.973499298096,25,1,E,Europe/Oslo,airport,OurAirports,ru
654,Нотодден аэропорт,Нотодден,Норвегия,NTB,ENNO,59.565701,9.21222,63,1,E,Europe/Oslo,airport,OurAirports,ru
655,Аэропорт Орланд,Орланд,Норвегия,OLA,ENOL,63.69889831542969,9.604000091552734,28,1,E,Europe/Oslo,airport,OurAirports,ru
656,Аэропорт Рёрус,Ророс,Норвегия,RRS,ENRO,62.578399658203,11.342300415039,2054,1,E,Europe/Oslo,airport,OurAirports,ru
657,"Аэропорт Мосс, Рюгге",Рюгге,Норвегия,RYG,ENRY,59.378817,10.785439,174,1,E,Europe/Oslo,airport,OurAirports,ru
658,"Аэропорт Шпицберген, Лонгйир",Шпицберген,Норвегия,LYR,ENSB,78.246101379395,15.465600013733,88,1,E,Arctic/Longyearbyen,airport,OurAirports,ru
659,Шиен аэропорт,Шиен,Норвегия,SKE,ENSN,59.185001373291016,9.566940307617188,463,1,E,Europe/Oslo,airport,OurAirports,ru
660,Сторд аэропорт,Сторд,Норвегия,SRP,ENSO,59.791900634765625,5.340849876403809,160,1,E,Europe/Oslo,airport,OurAirports,ru
662,Аэропорт Санднессьён (Стокка),Санднессйен,Норвегия,SSJ,ENST,65.956802368164,12.468899726868,56,1,E,Europe/Oslo,airport,OurAirports,ru
663,"Аэропорт Тромсё,",Тромсё,Норвегия,TOS,ENTC,69.68329620361328,18.918899536132812,31,1,E,Europe/Oslo,airport,OurAirports,ru
664,"Аэропорт Сандефьорд, Торп",Сандефьорд,Норвегия,TRF,ENTO,59.1866989136,10.258600235,286,1,E,Europe/Oslo,airport,OurAirports,ru
665,Аэропорт Тронхейма Вернес,Тронхейм,Норвегия,TRD,ENVA,63.4578018,10.9239998,56,1,E,Europe/Oslo,airport,OurAirports,ru
666,Аэропорт Ставангер Сола,Ставангер,Норвегия,SVG,ENZV,58.876701354,5.6377801895,29,1,E,Europe/Oslo,airport,OurAirports,ru
667,Бабице аэропорт,Варшава,Польша,\N,EPBC,52.26850128173828,20.910999298095703,352,1,E,Europe/Warsaw,airport,OurAirports,ru
668,Гданьский аэропорт имени Леха Валенсы,Гданьск,Польша,GDN,EPGD,54.377601623535156,18.46619987487793,489,1,E,Europe/Warsaw,airport,OurAirports,ru
669,Краковский международный аэропорт имени Иоанна Павла II,Краков,Польша,KRK,EPKK,50.077702,19.7848,791,1,E,Europe/Warsaw,airport,OurAirports,ru
